,회차,날짜,댓글,답글,좋아요,싫어요
0,12,2020-06-09 23:26,손 연출 대박이다.... 진짜 너무 짜릿해,1,8764,66
0,12,2020-06-09 23:23,얘들아 스포당하기 싫으면 앵간해선 전체 댓글 보지마라,4,6968,74
0,12,2020-06-09 23:28,손오공이랑 다른 성좌들 작화 힘준거 차이나는거보소ㅋㅋ,0,0,0
0,12,2020-06-09 23:33,"""이 관형사의 빈약함을 보라"" 엌ㅋㅋㅋㅋ 어떤 성좌인지는 모르겠는데 취급이 박해ㅋㅋㅋㅋ",9,6524,46
0,12,2020-06-09 23:29,뭐야 ㅋㅋㅋㅋㅋ한명오 그냥 발암캐인줄 알았는데 개그캐엿어??ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,4783,60
0,12,2020-06-09 23:29,제천대성....생각보다 더 원숭이쪽인데...???,8,4710,141
0,12,2020-06-09 23:29,소설 안보신분들은 베댓만 보세요 스포당하면김 다 빠집니다,1,4058,60
0,12,2020-06-09 23:26,핡..ㅠ 결국 이 이야기의진짜 주인공 이라는 애는 안나오는구나..ㅠ 다음주는 나올려나....나왔으면..궁금하다....후하후하..후핳...,0,0,0
0,12,2020-06-10 18:39,성좌 채팅방심연의 흑염룡 : 울 남운이 왜 죽이냐 진짜 ㅡㅡ++ 은밀한 모략가 : 코인 저기서 쓰는거 아닌데 악마같은 불의 심판자 : 야 내기 때리자ㅋㅋ 긴고아의 죄수 : 나는 메뚜기 죽일 줄 알았음. 암튼 알았음.,19,2554,74
0,12,2020-06-16 23:13,옆칸놈 어이없을듯기껏 발로차서 열었는데 아무도없어ㅜㅜ 힘내라짜식..,21,47746,97
0,12,2020-06-16 23:16,"난이도 E, D가 이러면 그냥 살려줄 마음이 없는거 아니냐",15,37393,63
0,12,2020-06-16 23:19,아니미친 운영자님 밸런스 패치 좀 해주세요 미친 한국인난이도,6,29017,109
0,12,2020-06-16 23:12,좀비 하나만 나와도 죽겠는데 여기는 몬스터까지 나오네 미쳐돌아버린 세상,0,0,0
0,12,2020-06-16 23:11,소설 정주행하는 느낌인데 너무 재밌어서 눈물남,2,11859,132
0,12,2020-06-16 23:15,김독자 이현성한테 너무한거 아니냐구 ㅋㅋㅋㅋㅋ '단순한놈' 이라니,2,10396,55
0,12,2020-06-16 23:18,불의를 외면한 군인? 할머니 죽이려는 이들을 막지 않아서 생긴 건가?,2,8750,31
0,12,2020-06-16 23:23,역시 한국 난이도 다른나라는 멸망했을듯,0,0,0
0,12,2020-06-16 23:24,걍 한국인들 겜 잘한다는 종특 알아서 운영자가 여기만 난이도 헬로 설정한 거 아닐까 이쯤되면,2,6853,50
0,12,2020-06-16 23:18,내용 전개가 느리다고 생각하시는 분들은 소설을 읽어보시는걸 추천드립니다 시리즈에서 100화 무료로 풀었기도 하고 소설의 내용을 보시면 이게 이렇게 표현 되었다고 감탄하실 장면도 있습니다 꼭 읽으시길 추천드립니다,1,5352,65
0,12,2020-06-16 23:15,이현성 ㅋㅋㅋㅋ 이전 컷에서 근육 쓰며 멋진 모습 보여준 바로 다음 컷에서 저렇게 해맑은 표정이라니 ㅋㅋ 왤캐 졸귀야,0,0,0
0,12,2020-06-16 23:18,문피아에서 원작 30% 할인 합니다.. 완결까지 보실려면 문피아 가세요... 저처럼 후회하지 마시고...,1,4076,54
0,12,2020-06-16 23:19,난이도 엄청 높아보이는데ㅋㅋㅋㅋㅋ,0,0,0
0,12,2020-06-16 23:18,아 졸라 재미써 진짜. 작가님 만수무강하셔서 퀄리티 유지해주시면 감사하겠슴다아아아아아,1,3137,27
0,12,2020-06-19 01:00,"전독사 스토리 전개가 느린이유1. 작가님이 소설에서 떡밥을 고루고루 뿌려놓으셔서 생략해야 할 장면이 적음. 2. 결국 전독시는 멸살법이 현실로 된 소설이기 때문에 멸살법이 3149편인 소설인 만큼 작 중에서 설명해야 할 것이 많음. 3. 전독시 소설을 완독한 사람들은 '이 전개가 언제, 어떤 방식으로 나올까?'라는 생각때문에, 전독시를 처음 접하는 뉴비들은 아직 정확한 스토리를 모르기 때문에 전개가 답답하고 느리다고 생각하는 걸 꺼임 (물론 이건 본인 생각임. 자신이 상상한 캐릭터와는 많이 달라서, 등장인물들의 행동들이 자신에게는 거슬리는 부분이 있어서 등 여러 불만들이 많겠지.) 4. 급전개에 사이다 웹툰이나 소설만 봐왔기 때문임. 먼치킨 물이나 또는 빠른 전개의 웹툰이나 소설이 최근에 늘어난게 많아서 느리게 보일지도 모름. 전독시는 뭐가됐든 초반엔 성장스토리기 때문에 전개가 빠르지는 않음. 사람마다 차이가 있을수 있으니 이 글을 너무 진지하게 보진 말았으면 좋겠음.",1,725,4
0,12,2020-06-23 23:25,독자야 너 등장인물 일람 없이 눈으로 보기만 해도 어떤 성좌의 어떤 성흔인지 아는 거니... 진짜 멋있고 멸살법 오타쿠 같다,13,53369,87
0,12,2020-06-23 23:10,한명오 건너갈려다가 독자한테 들키는거 넘 웃김 ㅋㅋㅋㅋㅋ ㄱ,8,31694,103
0,12,2020-06-23 23:24,당신의 호구력에 감탄합니다ㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㅋㄱㅋㅋㅋㅋㅋㄱ 미치겠네,12,31479,104
0,12,2020-06-23 23:12,미리보기 장점 : 미리볼수 있다미리보기 단점 : 미리볼수 없다,4,23168,576
0,12,2020-06-23 23:16,한명오 김독자 버리는 거에 망설임 하나도 없는거 실화냐? 존나 웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,18662,66
0,12,2020-06-23 23:25,성좌 하나는 호구력에 감탄ㅋㅋㅋㅋㅋㅋㅋ하나는 희생정신에 감동 ㅋㅋㅋㅋㅋㅋㅋ 진짜 극과극이다ㅋㅋㅋㅋㅋㅋ,1,16937,43
0,12,2020-06-23 23:26,진짜 한명오는 ㅋㅋㅋ 웹툰 최대 수혜자 중 하나이다 소설로 읽을 땐 밉상이던 것들이 웹툰으로 넘어오니 개그 보정 받았음 ㅋㅋㅋㅋ,2,12669,59
0,12,2020-06-23 23:09,"데우스 엑스 마키나라틴어 ‘Deus ex machina’는 ‘신의 기계적 출현’을 의미한다. 이것은 극의 사건 진행 과정에서 도저히 해결될 수 없을 정도로 뒤틀어지고 비꼬인 문제가 파국(catastrophe) 직전 무대의 꼭대기에서 기계 장치를 타고 무대 바닥에 내려온 신의 대명(大命)에 의해 해결되는 기법이다. 고대 그리스 비극에서 주로 이런 연출기법을 썼는데, 그 대표적인 작품으로 에우리피데스의 『메데이아(Medeia)』 또는 『이피게니에(Iphigenie)』이다. 그 이후에도 이 기법은 17세기 바로크와 19세기 비엔나의 민중극에서 널리 애용되었다. 출처 네이버 지식백과 :)",4,9319,98
0,12,2020-06-23 23:20,책갈피 스킬 책 넘어가는것 같은 표현 살리는 것도 와....대박이다 싶은데 스킬 발동시에 발동한 인물 뒤에 겹치듯 있는 표현 미쳤다 제빵사가 될게요,0,0,0
0,12,2020-06-23 23:25,이렇게 안 나오는걸보면 진짜 잘생겼구나 얼굴값하나보네,2,8004,53
0,12,2020-06-23 23:22,김남운이라는 애가 쓰레기짓 한 건 맞는데 마인 돼서도 죽고 싶지 않다라고 말하는 걸 보니까 기분이 묘해진다,3,6593,77
0,12,2020-06-23 23:27,그 어느때보다 썩은 눈으로 직장상사를 바라보는 김독짜,2,6203,33
0,12,2020-06-23 23:25,근데 독자는 결말 다 알고서도 개고생하는데 우리 주인공은 단박에 휩쓸고 오네 ㅋㅋㅋㅋ 독자 불쌍해 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
0,12,2020-06-23 23:24,누군가를 죽이는데 가장 거리낌을 가지지 않던 남운이지만 정작 마인이 되어서까지도 죽고싶지 않다는 말을 뱉는 모습을 보니 살짝 기분이 묘해짐,0,0,0
0,12,2020-06-23 23:48,아첨보는 사람들도 '쟤 누구임?' 같은 건 할 수 있어야 할 거 아니냐....누군지도 다말하고 조연인지 주연인지도 다 떠벌떠벌거리는데 궁금증도 좀 있어야 기다리는 맛도 나고 그럴 거 아니냐...진짜 너무하네 계속 그러면 그 망할 일부때문에 팬덤 이미지 완전 실추되는거라고요 좀 정신 차리셈,0,0,0
0,12,2020-06-30 23:08,유중혁 무슨 김독자를 밭에서 잡아뽑은 무처럼 들고있네,34,60903,72
0,12,2020-06-30 23:07,3천편...어케봤냐 김독자도 진짜 진국인듯,14,48048,81
0,12,2020-06-30 23:14,세계가 멸망해도 초면에 존댓말로 옥신각신이라니 K-유교란 대체.....,11,43591,117
0,12,2020-06-30 23:05,"??? : 안녕하세요,앞으로 10년동안 잘생길 유중혁입니다",12,27851,193
0,12,2020-06-30 23:09,"""대답하면 살려줄 건가?"" ""하는 거 봐서.""여기 독자 독백 '뻥치시네.'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 캐해석 완ㅡ벽",1,20241,64
0,12,2020-06-30 23:22,근데 쟤는 지하철부터 저런옷 입고 다닌거임??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,21,19068,58
0,12,2020-06-30 23:07,제 4의 벽:요약연극에서 무대와 객석 사이에 존재하는 가상의 벽을 뜻한다. 프랑스의 계몽주의자인 드니 디드로가 주창해 사실주의 연극의 기반이 된 개념이다. 이 벽을 사이에 둔 관객과 배우는 서로 간섭할 수 없는 존재로 여겨진다. 출처:지식백과,13,14201,91
0,12,2020-06-30 23:16,김독자는 목 잡힌채로 일주일동안 있어야하는건가요? 불쌍..,2,10368,47
0,12,2020-06-30 23:08,"| 유중혁의 얼굴에 || 제 돈을 다 바치겠습니다 | ￣￣￣￣∨￣￣￣￣￣￣￣ 　　　 ∧_,,∧ 　　　(`･ω･´) 　　　Ｕ θ Ｕ 　／￣￣｜￣￣＼ 　|二二二二二二二| ｜　　　　　　 ｜ 찰칵 찰칵 찰 ∧∧└ 　∧∧ 칵 　(　　)】 (　　)】 　/　/┘　/　/┘ ノ￣ヽ　ノ￣ヽ{ 줄 돈은 있나요?!",0,0,0
0,12,2020-06-30 23:07,와 처음 보는데 유중혁이란 친구 너무 잘생겼네요^^ 오늘 편 보다가 유중혁 님 얼굴 보니까 제 거북목이 고쳐졌습니다.... 감사합니다....,0,0,0
0,12,2020-06-30 23:14,"개웃겨...""입 벌어졌어요 아저씨"" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2,7226,58
0,12,2020-06-30 23:09,연출 미쳤고 현자의눈 간지도 미쳤고 중혁이 얼굴도 미쳤고,1,6143,68
0,12,2020-06-30 23:05,웹툰 연출 진짜 너무 소름끼쳐요...........세상에,4,6040,72
0,12,2020-06-30 23:14,와 진짜 저번주 수요일에 처음 보고 벌써 소설 400화 째다... 웹툰으로 나올 내용이 너무 궁금해서 미치겠다 ㅋㅋㅋㅋㅋㅋㅋ,0,0,0
0,12,2020-11-04 16:56,김독자 유중혁 둘다 28살인데 독자생일이 2월이고 유중혁 생일이 8월이라 지가 형이라고 말한거예요ㅋㅋㅋㅋㅋㅋ6개월 형..,10,1399,2
0,12,2020-07-07 23:06,하지만 중혁이가 웃었어... 그거면 된거야...,42,56314,611
0,12,2020-07-07 23:06,지금까지 봐주셔서 감사합니다 쿠키 10개 갈았는데 죽었네요,16,44908,155
0,12,2020-07-07 23:08,지금까지 전지적 독자시점 봐주셔서 감사합니다.,11,38352,127
0,12,2020-07-07 23:08,유중혁 저말투로 사회생활 어떻게 해온거야,14,36600,205
0,12,2020-07-07 23:13,뒤에 좀비들은 착하네 두 사람 대화할수있게 기다려주고 건너갈때도 아무짓 안함 ㅋㅋㅋㅋㅋㅋ,16,32195,119
0,12,2020-07-07 23:06,유중혁: 죽이고 나서야 믿음,7,23304,79
0,12,2020-07-07 23:06,지금까지 전지적 독자 시점을 사랑해주셔서 감사합니다 다음주에는 후기로 뵙겠습니다(?),6,16128,105
0,12,2020-07-07 23:13,독자가 생각하는 동료: 서로 도우며 위급한 상황에서 구하는 사이중혁이가 생각하는 동료: 일단 위기 속으로 던져서 믿을 만한지 증명하는 사이 독자야 너 여기서 살아남아도 앞으로 이놈과 다니면 많이 고생하겠다....,8,15771,68
0,12,2020-07-07 23:13,중혁이가 웃다니....독자 10년 캐해석 다 무너짐,4,13367,125
0,12,2020-07-07 23:13,유중혁 너무 해맑게웃어서 앞내용 기억안남,2,11226,70
0,12,2020-07-07 23:08,??? : 아니 그렇다고 진짜 놓냐,2,9467,59
0,12,2020-07-07 23:21,아잠깐ㅋㅋㅋㅋㅋㅋ 빌어먹을새끼야 부분 넥타이에 넥타이라고 써져있잖아ㅋㅋㅋ,4,7863,314
0,12,2020-07-07 23:13,아니 놓으란다고 진짜 놓냐 너 얼굴 믿고 세상이 다 니꺼인것 같지 솔직히 아니라고 하고 싶은데 니 얼굴보니까 맞는거 같아 너 다해라,1,7416,153
0,12,2020-07-07 23:12,김독자 건치네,8,6024,59
0,12,2020-07-07 23:13,업뎃속도 ㄹㅇ 실화냐... 가슴이 웅장해진다...,2,4472,50
0,11,2020-07-14 23:09,아니ㅋㅋㅋㅋㅋㅋㅋ지금까지 겁나 무섭게 그려놓고왜 막컷은 이렇게 동심 속 어린이처럼 그려놓은거임ㅋㅋㅋㅋㅋ,28,96766,94
0,11,2020-07-14 23:15,멸살법이 설정충이긴 했나봄 아니 어룡이 3시간 전후로 위산을 붐비하든 말든 읽는 사람이 알게 뭐람,38,62468,538
0,11,2020-07-14 23:10,근데 김독자 침착하긴하다 나같으면 소설 내용 다 알아도 암것도 못할듯,23,45864,132
0,11,2020-07-14 23:11,마지막 김독자 비형한테 프로포즈 하는 거 같은데,14,37114,141
0,11,2020-07-14 23:11,주인공 시점인데 주인공이 무슨 꿍꿍이인지 전혀 알 수 없는 웹툰,7,31377,104
0,11,2020-07-14 23:09,은밀한 모략가 지금 제일 신난 것 같음ㅋㅋㅋㅋ 재밌냐? 재밌어?? 관심있는 화신이 벌써부터 여기저기 빠지고 깽판 칠 준비하는데 재밌겠지...,11,23627,408
0,11,2020-07-14 23:10,저 얼굴로 계약을 제안한다? 나같아도 아묻따 쌉가능 계약을 시작하죠. 한다,2,16202,84
0,11,2020-07-14 23:23,아니 비형ㅋㅋㅋㅋㅋ 왜 갑자기 꿈과 희망의 마스코트가 된것마냥 초롱초롱해졌어 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
0,11,2020-07-14 23:11,지하철에서부터 생각했는데 독자 멘탈이 진짜 장난 아닌 것 같음... 나같으면 어룡 내부 보고 그대로 기절함 유중혁 동료 없는 엔딩 됐을듯,2,13446,47
0,11,2020-07-14 23:27,우주 트위치 ㅋㅋㅋ,5,11816,42
0,11,2020-07-14 23:14,아니 저 어룡 속에 들어가서 완전 잠겼었는데도 핸드폰 플래시 켜지는 거 나만 웃기냐고ㅋㅋㅋㅋㅋㅋㅋㅋ 정말 위대한 기술ㅋㅋㅋㅋㅋㅋㅋㅋ,4,11244,76
0,11,2020-07-14 23:25,와중에 비형이 5100코인만 달라 하니까 이 양심도 없는 새끼야 라고 하네ㅋㅋㅋㅋㅋㅋㅋㅋ 김독자 깡 뭔데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
0,11,2020-07-14 23:26,김독자 입담이 심상치 않아 저러다가 대동강 강물도 팔 수 있을 것 같다,0,0,0
0,11,2020-07-14 23:23,와 근데 소설로 볼땐 상상 안갔는데 어룡 뱃속 생각보다 더 크리피한 광경..; 나같음 기절했다 진짜,0,0,0
0,11,2020-07-14 23:18,김독자 얼굴 실화냐 나였으면 성좌? 그거 다 집어치우고 김독자랑 계약한다,5,7274,62
0,11,2020-07-21 23:08,도깨비보따리에서도 랜덤 가챠뽑기 상품이 있는 걸 보니... 역시 멸살법은 한국에서 연재된 소설이 맞네..,22,50746,89
0,11,2020-07-21 23:10,도깨비 혼자 당황했다가 놀랐다가 아부하다가 울다가 개커엽네ㅋㅋㅋㄲㅋㅋ기ㅋㅋㅋㅋㅋㅋㄱㅋㄱㄱㅋㄱㅋㅋㄱㄲ뤀ㅋㄱㅋㄱㅋㄱㄱㅋㅋㄱㄲㄱㅋㄱㄱㅋㄱㅋㄱㄱㅋㄱㄱㅋㄱㅋㄱㄱㄱㅋㄱㅋㅋㅋㄱㅋㅋㄱ,9,41282,98
0,11,2020-07-21 23:16,"근데 전지적 독자 시점 웹툰으로 나오길 진짜 잘했다 작화, 스토리, 속도 다 완벽함 ㄷㄷ",13,33252,118
0,11,2020-07-21 23:09,비형의 형은 에이형? 죄송합니다,27,23443,461
0,11,2020-07-21 23:37,김독자 발표 개잘하는데 왜 계약직에서 짤리냐,11,20698,59
0,11,2020-07-21 23:16,왠지 자세보니까 그 가시 던질거같은데..독자야 너 그거 던질 힘은 있니..? 팔이 아주 이쑤시개마냥 얇아가지고 핸드폰도 겨우 들거같이 생겨서는... 나한테 우람한 팔뚝이 있는데 대신 던져줄게 주소불러봐,9,15258,631
0,11,2020-07-21 23:16,그러니까 트위치 파트너로 만들어준다 이말아니야,0,0,0
0,11,2020-07-21 23:17,전독시 게임으로 나왔으면 좋겠다... 플레이어들 전부 성좌로 하고 당신의 수식언을 설정하시오 이런 화면창 뜨면 난 울지도 몰랔,10,10869,141
0,11,2020-07-21 23:34,이거 영화화가 아니라 애니화가 되어야 했어...,3,9930,106
0,11,2020-07-21 23:34,흑염룡 메세지 끄는거냐고ㅋㅋㅋㅋㅋㅋㅋ저거 x누르면 꺼지는거였냐ㅋㅋㅋㅋㅋ,0,0,0
0,11,2020-07-21 23:28,성좌들 알 수 없는 알고리즘에 이끌려 왔다가 김독자 때문에 성생 저당 잡힘,0,0,0
0,11,2020-07-21 23:09,독자가 밝고있는거 아스팔트 아님소설보면 저거 스티로폼이라고 설명해줌,4,6038,120
0,11,2020-07-21 23:28,성좌들: 캬 이 집 얼굴 열일하네~ 스튜브 알고리즘 떠서 와봤더니 맛집이야 ㅋ,1,5774,56
0,11,2020-07-21 23:24,전개 속도도 적당하고 작화 뛰어나고 몰입감 미침. 역시 웹툰 보길 잘했다...ㅜㅜㅜㅜ,0,0,0
0,11,2020-07-21 23:35,어룡 내부 생각보다 더 리얼해서 못 볼줄 알았는데 어차피 독자 얼굴에만 시선이 고정되니 그런 걱정할 필요도 없었음,0,0,0
0,11,2020-07-28 23:09,"[성좌, '화요일밤을 기다리는 눈'이 하염없이 쿠키를 굽습니다!]",28,59107,105
0,11,2020-07-28 23:15,"[성좌, '쿠키를 굽는 검은 소'가얼마든지 쿠키를 구울 수 있다고 합니다]",15,43398,129
0,11,2020-07-28 23:09,혼잣말로 알려달래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무슨 웹툰보는것도 아니고 독백해달라니 하긴 1인칭 주인공시점 보는데 독백이나 속마음 안나오면 열받지,5,36520,98
